Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
MI-CMP-009,BULK,Bulk,40.11,0.14,1.9,0.45,0,12.01,0.37,25.18,1.74,0.93,0.1,0.4,0,96,0,0,0,98,"B Mason & HB Wiik, Geochim Cosmochim Acta, 1969, 21, p276               ",Holbrook Meteorite   Fo74 En76 An15                                     
