Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
MH-JFB-025,BULK,Bulk,34.97,0.11,2.8,0.38,0,10.13,0.27,21.75,1.41,0.66,0.13,0.41,0,0,0,0,0,0,"Meteoritika 1969, 29, p91                                               ",Dimmit Meteorite                                                        
