Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
AG-TJM-009,HYP,Hypersthene,54.09,0.16,1.23,0.75,0,15.22,0.49,26.79,1.52,0.05,0.05,0,0,0,0,0,0,0,"Smithsonian Institution, E. J. Jarosewich","H2O 0.00 %, En 73.6 Fs 23.5 Wo 3.0"
