Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
MT-HYM-085,BULK,Bulk,41.27,0.12,2.32,0.57,0,18.19,0.36,25.64,1.9,0.95,0.1,0.25,0,0,0,0,0,0,Jarosewich (1990),
