Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
RS-CMP-046,BULK,Bulk,26.73,0.15,3.11,0.3,0,24.54,0.15,19.35,2.22,1.07,0.2,0,0,0,1.15,0.03,0,0,"Geochimica et Cosmochimica Acta 1956, p279                              ",Boriskino Meteorite                                                     
