Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
MH-CMP-002,BULK,Bulk,40.61,0.12,2.63,0.46,0,15.63,0.33,25.32,1.56,0.95,0.11,0.26,0,0,1.2,0.08,0,0,"Dodd, et al, Geochimica et Cosmochimica Acta, 1967,31,p921              ",Barratta Meteorite                                                      
